Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Boopram,Bharatiya Subhash Sena,0,Graduate,42,3801000,365000
Harjeet Singh,IND,0,8th Pass,48,5740963,1300000
Jagdish Saran Patel,JD(U),0,Graduate Professional,44,9416592,1679000
Krishan Kant Parmeshwari,IND,0,8th Pass,58,815000,0
Nirmal Singh,AAP,0,12th Pass,53,3000000,100000
Om Radheshyam Lodhi,IND,0,8th Pass,48,2680000,125000
Ramautar Kashyap,BSP,0,Literate,56,51521500,3786409
Sanjay Kapoor,INC, 2 ,Graduate Professional,59,88737000,7065000
Akash Saxena (Honey),BJP,0,12th Pass,46,53644627,11227031
Faisal Khan,AAP, 9 ,Graduate,36,3812207,400000
Habib Ul Zafar Khan,IND,0,Graduate,38,128500,0
Javed Khan,IND,0,Graduate,46,295000,0
Mohammad Azam Khan,SP, 87 ,Graduate Professional,73,61475680,0
Nawab Kazim Ali Khan,INC, 2 ,Post Graduate,61,2968848840,7343266
Sadaqat Hussain,BSP,0,Graduate,31,10211591,0
Ankur Sagar,IND,0,Graduate Professional,28,2560000,0
Babita Rani,Lok Shakti,0,10th Pass,46,2220843,625000
Kumar Eklavya,INC, 1 ,Others,31,2313161,0
Rajbala Singh,BJP, 1 ,Post Graduate,40,122495486,49153516
Surendra Singh Sagar,BSP, 3 ,12th Pass,61,24200000,2700000
Vijay Singh,SP, 1 ,10th Pass,61,13029298,700000
Anil Babu,Rashtriya Parivartan Dal,0,Graduate Professional,37,338000,0
Gulab Debi,BJP,0,Post Graduate,66,25919570,450000
Km Vimlesh Kumari,SP, 1 ,Graduate Professional,39,10423835,2500000
Manju,IND,0,Post Graduate,41,1180000,0
Mithlesh Kumari,INC,0,Literate,44,12490000,0
Rajesh,IND,0,8th Pass,52,9463000,0
Ran Vijay Singh,BSP,0,Doctorate,48,15370166,1795880
Ravindra Kumar,Aazad Samaj Party (Kanshi Ram),0,Graduate Professional,35,510000,0
Sachin Kumar,AAP,0,Graduate Professional,36,3350000,0
Tejpal,IND,0,10th Pass,43,4925000,0
Vijay Pal,IND,0,Literate,59,5990000,170000
Anju,AAP,0,8th Pass,32,24500000,0
Gufran Khan,IND,0,12th Pass,37,1090000,0
Harendra Kumar,BJP, 1 ,Graduate,39,13257765,0
Mahaveer,IND,0,10th Pass,39,65309,0
Marghoob Alam,INC,0,Literate,58,157183071,1047000
Navkesh,IND, 1 ,12th Pass,47,20820060,0
Pavan Kumar,IND, 3 ,10th Pass,41,928000,0
Pinki Singh,SP, 1 ,Graduate Professional,41,69990957,2770806
Rafatulla,BSP,0,Literate,62,42900000,0
Shakeel Ahmed,All India Majlis-E-Ittehadul Muslimeen,0,Graduate Professional,60,3426900,0
Taufeeq,IND,0,12th Pass,38,1222000,0
Ajay Kumar,IND,0,12th Pass,51,19965000,300000
Anshul,IND,0,Graduate,41,3479345,116228
Iqbal,IND,0,Literate,47,1447400,630000
Iqbal Mehmood,SP,0,Graduate,69,102346198,140686
Mohammad Mushir Khan Tarin,All India Majlis-E-Ittehadul Muslimeen, 3 ,Post Graduate,53,87584937,0
Mohd. Kashif Khan,AAP,0,Graduate,39,7561000,0
Nida Ahmad,INC,0,Others,37,8333580,720000
Rajesh Singhal,BJP,0,Graduate,53,22165898,1963048
Saboor Husain,IND,0,5th Pass,34,1210389,0
Shakil Ahamad,BSP, 2 ,Literate,52,321333782,3854042
Zahid,SHS,0,10th Pass,38,585672,0
Ajeet Kumar Alias Raju Yadav,BJP, 2 ,12th Pass,45,46104841,348758
Anil Kumar,Aazad Samaj Party (Kanshi Ram),0,10th Pass,33,4960000,0
Firoz,BSP,0,5th Pass,50,13683711,296000
Hari Singh,IND,0,12th Pass,67,5581000,0
Lakhvendra Alias Akhilesh Yadav,IND, 3 ,Post Graduate,36,6543032,309446
Ramkhiladi,IND,0,Graduate,30,5050000,0
Ramkhiladi Singh,SP, 9 ,Graduate Professional,60,42806584,1123144
Vijay Kumar,AAP,0,12th Pass,33,16741866,0
Vijay Sharma,INC, 3 ,12th Pass,36,8867757,50000
Akhilesh,AAP,0,Post Graduate,29,160000,0
Anil Kumar Tripathi,Nirbal Indian Shoshit Hamara Aam Dal, 8 ,Others,56,192149033,34805255
Brijesh Kumar,Sarvjan Awaz Party, 1 ,12th Pass,47,6660000,0
Jay Chand,SP, 3 ,10th Pass,58,19893497,1500000
Meenu Singh,Peace Party,0,Graduate,46,34397000,1000000
Muhammad Tabish Khan,BSP, 3 ,12th Pass,59,27038672,0
Rafiqua Khatoon,INC,0,10th Pass,47,9489941,0
Ramkrishna,IND,0,Graduate Professional,51,6853000,0
Shakti Prasad,Lok Shakti,0,12th Pass,35,100000,0
Shankar,IND,0,Literate,50,6222000,0
Surendra Mohan,Vikassheel Insaan Party,0,Graduate,38,27973238,6700000
Udayraj,Bahujan Mukti Party,0,12th Pass,52,1735000,0
Zalaluddin,Jan Adhikar Party,0,8th Pass,59,4803500,0
Aftab Alam,BSP,0,Graduate,41,46242787,12178588
Akhilesh,IND,0,Graduate,48,6963767,1600000
Amrendra Bhushan,INC,0,Doctorate,29,8203000,1200000
Ankur Tiwari,BJP,0,Graduate,31,69311940,15239974
Digvijay Narayan,SP, 2 ,Others,52,10351989,21949617
Dr Mohammad Ayub,Peace Party, 19 ,Post Graduate,66,54858994,7581552
Girija Shanker,Rashtriya Bhagidari Party,0,10th Pass,37,470000,0
Iftekhar Ahmad,IND,0,8th Pass,43,156500,0
Mohammad Ali,Indian National League, 1 ,Others,36,5000000,0
Niyaz,IND,0,Literate,59,1401000,0
Ravindra Kumar Yadav,IND,0,Post Graduate,46,257598,0
Shyamlal,IND,0,8th Pass,65,3033100,0
Subodh Chandra,AAP,0,Graduate,37,36369351,13736059
Alagu Prasad,Suheldev Bharatiya Samaj Party, 4 ,12th Pass,51,9025000,1600000
Amrit Kumar,Vikassheel Insaan Party,0,Post Graduate,41,6459000,3000
Bhajuraram Alias Bhajuram,IND,0,Literate,45,293500,0
Ganesh Chandra,BJP,0,Graduate,35,17476271,1534726
Girajesh,AAP,0,Graduate,52,1038000,0
Harilal,IND,0,Graduate,61,1233525,0
Kusum,Sarvjan Awaz Party,0,10th Pass,42,433000,0
Lautan Prasad,Shoshit Samaj Dal,0,Graduate,69,1332300,104000
Narendra Dev,Jan Adhikar Party,0,Post Graduate,52,34847534,885730
Santosh,BSP, 1 ,12th Pass,33,1216018,0
Shanti Devi,INC,0,Literate,44,780794,0
Yashavant,IND,0,Graduate,28,176000,0
Amit Kumar Mishra,IND,0,Graduate,33,1223000,0
Mahipal,IND,0,Illiterate,54,871000,0
Munna Singh,INC, 7 ,Graduate,50,46818581,0
Omdev,IND,0,10th Pass,29,411000,0
Rajesh Kashyap,BSP,0,Post Graduate,49,5631000,0
Rajesh Yadav,SP, 6 ,Graduate Professional,51,72409475,2338519
Rajveer,Jan Adhikar Party,0,8th Pass,45,3180000,0
Sukhvindar Singh,AAP,0,Post Graduate,28,1404500,0
Vedram,Bharatiya Subhash Sena,0,8th Pass,51,9225000,0
Veer Vikram Singh,BJP,0,Post Graduate,35,16798197,0
Vishwa Deepak,IND,0,12th Pass,53,2972000,0
Alok Kumar Sharma,IND,0,Graduate Professional,29,1986100,124812
Alok Yadav,IND,0,12th Pass,29,60000,0
Anuruddh Singh,BSP,0,Graduate,31,3604188,1400000
Gurmeet Kaur,INC,0,Post Graduate,40,116993473,0
Hari Prakash Verma,BJP,0,Graduate Professional,42,23011823,1657281
Neeraj Nalinish,SP,0,Graduate Professional,52,101065635,8826067
Sanjeev Kumar,IND,0,Graduate Professional,33,2544743,814907
Santram Singh Chauhan,AAP, 2 ,Graduate Professional,69,12702468,0
Abhishek Singh Kushwaha,IND,0,Graduate,31,33000,0
Babu Singh,IND,0,Post Graduate,64,22453029,850000
Harishchandra Sharma,Bharatiya Subhash Sena,0,10th Pass,43,1915000,0
Nawab Faizan Ali Khan,BSP,0,Graduate Professional,39,16404416,3400000
Nokhey Lal,CPI,0,8th Pass,56,945900,0
Pramod Kumar Yadav,Bhartiya Krishak Dal,0,Post Graduate,48,3379000,500000
Rajnish Gupta,INC,0,8th Pass,49,65642959,14050017
Ram Aserey,IND,0,8th Pass,45,33356729,3674128
Roshan Lal Verma,SP, 3 ,Literate,63,35299695,1600000
Sakir,LJP,0,10th Pass,51,1760000,0
Salona Kushwaha,BJP, 2 ,Post Graduate,47,124882342,24615752
Sarita Yadav,Rashtriya Samaj Paksha,0,10th Pass,33,1431988,0
Sumit Srivastav,IND,0,Post Graduate,33,120500,0
Vishambar Dayal,AAP,0,Graduate,51,18028000,0
Amit Kumar,LJP,0,Graduate,49,10891000,868000
Anuj Kumri,INC,0,12th Pass,28,3365000,0
Champati,Bharatiya Subhash Sena,0,Literate,47,1260000,0
Chetram,BJP,0,Graduate Professional,62,18961186,1500000
Divaker Lal,IND,0,8th Pass,45,435025,0
Mahendra Singh,IND,0,Post Graduate,43,721889,60000
Mahesh Chandra Sagar,Aazad Samaj Party (Kanshi Ram),0,12th Pass,42,4420281,0
Rampal,IND,0,Graduate,64,3810000,20000
Sudha Devi,IND,0,12th Pass,26,882000,0
Udayveer Singh,BSP,0,Graduate,30,14227757,500000
Upendra Pal Singh,SP, 3 ,Graduate Professional,40,3092436,0
Ajay Mera Pandey,IND,0,Post Graduate,68,825271,0
Aradhana,IND,0,Graduate,42,15511729,0
Lokesh Shrivastava,IND,0,Graduate Professional,46,7676045,0
Manoj Kumar,Rashtriya Samaj Paksha,0,Graduate Professional,43,191000,0
Rahul Mohan,LJP,0,Graduate Professional,31,1325000,0
Rajeev Kumar Saxena,Bhartiya Krishak Dal, 2 ,Graduate Professional,55,30300000,0
Rajiv Kumar,AAP,0,Graduate,55,2223000,0
Ram Dayal,Bharatiya Subhash Sena,0,5th Pass,62,4821000,160000
Sanjay Kumar,IND,0,Illiterate,41,6700,0
Sarvesh Chandra Dhandhu,BSP, 1 ,Graduate Professional,47,15511729,0
Shahadeva Kumar,Sabka Dal United,0,Graduate Professional,47,492000,0
Smt. Poonam,INC, 1 ,Graduate,33,578418,0
Suresh Kumar Khanna,BJP,0,Graduate Professional,68,17887747,60000
Tanveer Khan,SP, 3 ,Graduate,51,31059899,1000000
Wakar Ahamad Khan,IND,0,10th Pass,50,1660000,0
Akhilesh Kumar,IND,0,12th Pass,56,11978000,1300000
Anil Kumar Bharti,IND,0,10th Pass,43,3688299,14529
Chandraketu Maurya,BSP,0,Graduate,30,6738000,590000
Jitendra Pal Singh,LJP,0,Graduate,41,7631500,0
Manvendra Singh,BJP,0,Graduate Professional,67,31214061,1707262
Mukesh,Rashtriya mahan Gantantra Party,0,8th Pass,32,848000,0
Nirmala Gupta,SHS,0,Post Graduate,40,31700000,0
Pradeep Kumar Singh,Jan Adhikar Party,0,Graduate,33,116000,0
Pradeep Singh,Rashtriya Samaj Paksha,0,12th Pass,35,2510000,1000000
Rajeev Singh,AAP,0,12th Pass,49,7038000,700000
Rajesh Kumar Verma,SP,0,Post Graduate,53,86300820,0
Ram Rahish,IND,0,8th Pass,48,2850000,0
Surpati,Voters Party International,0,Literate,61,7824967,0
Tanveer Khan,INC, 1 ,Graduate,40,2525569,297306
Akhlak,INC,0,Literate,50,20116500,250000
Devi Singh,Aazad Samaj Party (Kanshi Ram),0,12th Pass,25,502500,0
Harun Ali,IND,0,Literate,47,20240000,250000
Israr,IND, 3 ,Literate,38,90000,0
Mriganka Singh,BJP, 1 ,Post Graduate,62,57650096,0
Nahid Hasan,SP, 16 ,Graduate Professional,34,31422232,0
Rajendera,BSP,0,8th Pass,57,6922241,2270000
Sethpal,IND,0,8th Pass,54,14662000,0
Smt. Sangeeta,AAP,0,5th Pass,37,1431000,0
Vijay Kumar,IND,0,10th Pass,41,27272592,0
Arvind Deshwal,AAP,0,12th Pass,49,3058398,0
Ashraf Ali Khan,RLD, 1 ,12th Pass,49,29896611,1164910
Ikram,All India Majlis-E-Ittehadul Muslimeen,0,Literate,48,182500,0
Rakesh Kumar,Aazad Samaj Party (Kanshi Ram), 1 ,Graduate Professional,40,3241442,0
Rama Adil,IND,0,Graduate,48,29896611,1164910
Saddam,SDPI,0,Literate,31,431000,0
Satya Sanyam Bhuryan,INC, 1 ,Post Graduate,43,17486000,1305000
Sherpal Alias Sudhir Alias Sher Singh,IND, 4 ,Graduate,48,21701680,1100000
Suresh Kumar,BJP, 3 ,12th Pass,51,8176203,0
Zaheer Malik,BSP,0,Literate,48,14880000,0
Ajay,IND,0,10th Pass,39,371500,0
Asim,IND,0,8th Pass,34,160000,0
Bijendra,AAP, 2 ,Post Graduate,41,3350000,338000
Bijendra,BSP,0,Graduate Professional,55,15851980,3069149
Dhurendar Singh,IND,0,Literate,42,1971000,0
Lalit Kumar,IND,0,Graduate,40,1692000,0
Mohmmad Ayub Jang,INC, 1 ,Graduate Professional,61,4718376,0
Persann Kumar,RLD,0,Graduate,51,183108122,0
Sunita Devi,Sarvjan Lok Shakti Party,0,10th Pass,40,9610500,0
Tejendra Singh,BJP,0,Post Graduate,56,18231994,0
Aasiya,All India Majlis-E-Ittehadul Muslimeen,0,Literate,47,4518767,0
Alimuddin,BSP, 1 ,12th Pass,33,8064000,250000
Gajala Chaudhary,INC,0,10th Pass,33,4029000,50000
Indrani Devi,SP, 2 ,12th Pass,52,40525000,1500000
Jhaloose,IND,0,8th Pass,39,424000,0
Manoj Kumar Pathak,LJP, 3 ,10th Pass,32,2749500,0
Moti,IND,0,Illiterate,58,1580000,0
Padam Sen Chaudhary,BJP,0,12th Pass,66,55240345,0
Prabhakar Pandey,Bahujan Maha Party,0,Graduate Professional,36,2729959,0
Ram Kishor,Vikassheel Insaan Party,0,12th Pass,45,1229000,0
Ram Rup,Samyak Party,0,10th Pass,38,13090000,200000
Ahtishamul Haque Khan,Peace Party, 1 ,10th Pass,42,19114000,2000000
Dayaram Das,Rashtriya Jantantrik Bharat Vikas Party,0,12th Pass,76,50000,0
Mohhamad Aslam Rainee,SP, 2 ,Graduate Professional,58,52352575,4222363
Molhu Ram Rajbhar,Jan Adhikar Party,0,10th Pass,56,30565000,90000
Muhammad Ramjan,INC,0,10th Pass,69,91918752,0
Neetu Mishra,BSP,0,Post Graduate,46,44601382,14200000
Rajan Singh,Samyak Party,0,8th Pass,36,2480000,45000
Rajendra,Bharatiya Subhash Sena,0,Literate,45,463048,0
Ram Feran,BJP,0,10th Pass,52,96850000,10000000
Ratnesh,AAP,0,10th Pass,44,8535000,0
Vijay Kumar,IND, 1 ,10th Pass,46,245000,0
Amar Singh Chaudhary,Aazad Samaj Party (Kanshi Ram),0,12th Pass,48,29246600,2834000
Baxi Sharad Kumar Srivastava,AAP,0,Graduate,52,2335162,0
Chaudhary Ravindra Pratap,INC, 1 ,Graduate,66,123664464,1783542
Divakar Vikram Singh,IND,0,Post Graduate,42,45653368,4471000
Dr. Mohd. Sarfaraz Ansari,IND,0,Post Graduate,36,39478251,53200000
Jilajeet,Nationalist Janshakti Party,0,10th Pass,45,2305000,0
Omprakash,JD(U),0,12th Pass,51,5551000,1500000
Prem Chandra,Suheldev Bharatiya Samaj Party,0,12th Pass,50,10402089,0
Radharaman Tripathi,BSP,0,Graduate,56,29669202,7015000
Shiv Sagar,IND,0,Literate,38,1920000,21410
Vidhyanand Alias Vidyanand,Bahujan Maha Party,0,Graduate,31,728000,0
Vinay Verma,Apna Dal (Soneylal), 4 ,12th Pass,38,1443877,0
Bhaggan,Sabka Dal United,0,Literate,68,2010000,0
Bhalu Alias Sanjay,Samajhdar Party,0,Literate,39,3300836,0
Devendra Kumar Guddu,INC, 1 ,12th Pass,55,37858174,1785000
Kanhaiya Prasad,BSP,0,12th Pass,62,9218589,42926
Mahesh Kumar Rao,AAP,0,Post Graduate,45,10895000,3750000
Pingal Prasad,IND,0,12th Pass,54,20000,0
Sanjay Kumar,Bahujan Maha Party,0,10th Pass,41,132000,0
Shambhoo Prasad,Bahujan Mukti Party,0,10th Pass,74,1827000,60000
Shyamdhani Rahi,BJP, 3 ,Graduate,69,2192526,150000
Vijay Kumar,SP, 3 ,8th Pass,46,42259202,0
Dinesh,Bharatiya Eklavya Party,0,12th Pass,28,1020000,0
Fakhruddin,IND,0,Graduate,38,1450000,95000
Hari Shankar,Bahujan Maha Party,0,5th Pass,34,1887816,0
Jai Pratap Singh,BJP,0,Graduate,68,80685033,0
Kiran Shukla,INC,0,8th Pass,40,10753000,0
Naveen,SP, 4 ,10th Pass,34,1620292,849000
Pradeep Kumar,AAP,0,Post Graduate,50,23001000,1000000
Radheshyam,BSP,0,8th Pass,45,32260057,4860000
Roonamati,Abhay Samaj Party,0,8th Pass,48,1060844,0
Saimuhammad,All India Majlis-E-Ittehadul Muslimeen,0,Literate,59,7548274,0
Serveshwer Tripathi,IND,0,Post Graduate,34,2780000,0
Shakuntala,Sabka Dal United,0,Post Graduate,31,11350000,0
Amit Kumar Mishra,Peace Party,0,Graduate Professional,29,4763690,3458000
Arshad Khursheed,INC,0,10th Pass,44,64896535,24346280
Hari Shankar Singh,BSP, 3 ,Others,56,24395400,160000
Karam Hussain,AAP,0,Literate,36,1960000,0
Mata Prasad Pandey,SP,0,Post Graduate,80,57293780,0
Ram Prakash,Bahujan Mukti Party,0,Graduate,43,704500,100000
Ram Singh Manai,IND,0,Literate,62,79000,0
Ramesh Kumar Gautam,Jan Adhikar Party,0,Graduate,29,492000,0
Satish Chandra,BJP,0,Doctorate,43,38203445,11867881
Abdul Hannan Chaudhary,Republican Bahujan Sena,0,12th Pass,45,6900000,0
Ashok Kumar Tewari,BSP,0,Graduate Professional,60,65455305,3525000
Er. Qazi Imran Lateef,AAP,0,Post Graduate,33,1400000,0
Irfan Ahmad Malik,All India Majlis-E-Ittehadul Muslimeen, 2 ,10th Pass,49,2197677,1161462
Kanti,INC,0,10th Pass,57,7950000,0
Pawan Kumar,JD(U),0,Graduate,53,11303380,750173
Raghvendra Pratap Singh,BJP, 1 ,Graduate,55,124615934,617479
Rajesh Kumar Agrahari,IND,0,Graduate,39,350000,0
Ram Ugrh,IND,0,5th Pass,41,6070000,0
Sailendra Kumar,Bahujan Maha Party,0,12th Pass,29,345200,0
Saiyada Khatoon,SP, 1 ,Post Graduate,48,38620000,500000
Shailendra Alias Raju Srivastav,SHS,0,12th Pass,54,61910489,1811485
Shiv Kumar,IND,0,Literate,37,100000,0
Ajay Verma,Bharatiya Jan Kranti Dal (Democratic),0,Graduate,57,9766358,150000
Anoop Kumar Gupta,SP, 1 ,Graduate,52,523943856,65083545
Ashish Mishra,INC,0,Graduate Professional,44,2539699,1058000
Deepti Verma,AAP,0,Graduate,39,14435000,4730000
Dr Rajendra Prasad Verma,BSP, 2 ,Graduate Professional,57,15885249,880000
Nafees Khan,Loktantrik Janwadi Party,0,5th Pass,42,2159000,0
Neeraj,Uttar Pradesh Republican Party,0,Graduate,37,311000,0
Pradeep,IND, 4 ,8th Pass,32,848500,0
Radheshyam,IND,0,12th Pass,34,45000,0
Rajesh Kumar Rathaur,Bharatiya Subhash Sena,0,8th Pass,47,1130000,0
Ram Kumar,IND,0,Graduate,55,760000,0
Ramkumar Mishra,Prajashakti Party Samdarshi, 1 ,Graduate,53,7734500,500000
Shashank Trivedi,BJP,0,Graduate Professional,48,29901119,0
Shyam Lal,IND,0,Literate,32,44000,0
Tej Narayan Vishvakarma,Bahujan Mukti Party,0,10th Pass,47,2659816,0
Anand Jaiswal,AAP, 1 ,8th Pass,47,1959637,1266000
Azaan,IND,0,Graduate Professional,30,408000,0
Dinesh Kumar Jaiswal,IND,0,Graduate,45,3178000,0
Dr. Babu Ram Gautam,All India Peoples Front (Radical),0,Graduate Professional,78,2763227,1590025
Khurshid Ansari,BSP,0,Post Graduate,41,3002000,1500000
Pankaj Mishra,IND, 1 ,8th Pass,34,925144,500000
Radhey Shyam Jaiswal,SP, 10 ,8th Pass,70,38091223,0
Rakesh,IND,0,8th Pass,46,37000,0
Rakesh Rathour,BJP,0,8th Pass,49,8896447,2501000
Ramshankar,Sabka Dal United,0,Illiterate,40,597000,0
Rupendra Kumar,IND,0,12th Pass,43,4124000,500000
Saket Mishra,IND, 4 ,Post Graduate,59,101046236,0
Satyendra Kumar,Bharatiya Subhash Sena,0,8th Pass,38,276288,0
Shamina Shafiq,INC,0,Graduate,50,80438127,5600000
Arjun Lal,CPI(ML)(L), 2 ,Graduate,56,424800,0
Khushiram Chaudhary,Ambedkar Samaj Party, 2 ,12th Pass,52,2242000,0
Mamta Bharti,INC,0,Doctorate,31,12540000,1380000
Ramhet Bharti,SP, 1 ,Post Graduate,66,9378608,0
Rampal,Lok Bandhu Party,0,10th Pass,48,363000,0
Ranu Chaudhary,BSP,0,Graduate,39,3445000,0
Saurabh Kishore,Aazad Samaj Party (Kanshi Ram),0,Graduate,35,1917000,0
Suman,IND,0,12th Pass,27,44000,0
Suresh Rahi,BJP, 1 ,Post Graduate,50,33986395,395000
Anil Kumar Verma,SP, 2 ,Graduate,57,29467862,4567424
Anupama Dwivedi,INC,0,Post Graduate,34,1371000,0
Atul Verma,IND,0,Post Graduate,29,1709661,0
Mo. Junaid Ansari,BSP,0,Graduate,42,33194921,11958258
Rakesh Kumar,IND,0,Graduate,53,3231529,100000
Salma Begum,IND,0,5th Pass,58,12566578,2714928
Santosh Kumar Saxena,AAP,0,Post Graduate,54,6975583,0
Suneel Verma,BJP,0,Post Graduate,44,37400937,2643023
Adarsh,AAP,0,Post Graduate,52,5811000,690000
Afzaal Kausar,SP,0,Post Graduate,46,2834707,258973
Hashim Ali,BSP,0,8th Pass,45,23144739,0
Nattharam,IND,0,12th Pass,69,2864200,0
Nirmal Verma,BJP, 3 ,Graduate,58,44862273,937634
Ramlakhan Gautam,Prajashakti Party Samdarshi,0,5th Pass,43,51000,0
Riazuddin (Razu),IND,0,12th Pass,36,552000,0
Sahajram,IND,0,Literate,37,12000,0
Salil Seth,IND,0,Graduate Professional,49,16119975,300000
Shashikala Verma,IND,0,12th Pass,52,44862273,937634
Vandana Bharrgava,INC, 2 ,Post Graduate,68,287551738,0
Ashish Pratap Singh,BSP, 1 ,Post Graduate,36,7164177,2970515
Dr. Vijaynath Awasthi,INC,0,Post Graduate,70,12543753,1120524
Gyan Tiwari,BJP, 3 ,Graduate,53,57928114,3576617
Mahendra Kumar Singh,SP, 2 ,Graduate,65,18843876,2993960
Masturi Khatun,IND,0,Not Given,52,4052000,0
Shanti Devi,Vikassheel Insaan Party,0,Literate,45,5305000,0
Asha Maurya,BJP, 3 ,Graduate,60,55915781,2500000
Deep Kumar,IND,0,Graduate,36,3750000,0
Maya Verma,Bhartiya Rashtrawadi Party,0,12th Pass,30,76000,0
Meesam Ammar Rizvi,BSP,0,Graduate Professional,48,21766493,1018522
Narendra Singh Verma,SP, 2 ,Graduate Professional,58,98678974,0
Raghunandan,IND,0,Literate,47,20000,0
Raj Kumar Gupta,AAP, 2 ,10th Pass,46,5684498,0
Usha Verma,INC,0,Post Graduate,50,6184192,0
Vinod Kumar,IND,0,10th Pass,39,20000,0
Aditya Prakash,IND,0,Graduate Professional,50,27592539,904734
Dr. Hargovind Bhargava,SP, 2 ,Doctorate,47,79054863,3700000
Imartilal,IND,0,10th Pass,40,1640000,0
Kamla Rawat,INC,0,10th Pass,43,4128725,288750
Kanhiya Lal,AAP,0,Graduate,43,4530000,0
Mahendra Kumar Rawat,Awami Samta Party,0,12th Pass,53,62000,0
Manish Rawat,BJP, 5 ,Post Graduate,38,41161881,15147528
Pushpendra Kumar Alias Dr. Pushpendra Pasi,BSP,0,Doctorate,42,47033068,0
Rajkaran,Voters Party International,0,Literate,37,85211,0
Satish Kumar Bhargava,IND,0,Post Graduate,61,79054863,3700000
Sunita Rawat,IND,0,8th Pass,45,83950,0
Virendra Kumar,Sarv Rajya Party,0,10th Pass,43,347000,0
Baburam Verma,AAP,0,10th Pass,60,1408761,0
Dharmendra Dhangar,Jansatta Dal Loktantrik,0,Graduate,35,435000,0
Manoj Kumar,IND,0,Literate,31,349200,0
Manoj Kumar Rajvanshi,Suheldev Bharatiya Samaj Party, 4 ,12th Pass,48,51333316,444600
Pradeep Kumar Rajvanshi,IND,0,Graduate,37,29174404,1600000
Ramkrishna Bhargava,BJP,0,12th Pass,59,20777673,0
Santosh,Bahujan Mukti Party,0,Literate,42,530000,500000
Shyam Kishor,BSP,0,Post Graduate,43,14435227,523020
Subhash Rajvanshi,INC,0,Graduate Professional,34,1000000,0
Suneeta,IND,0,Graduate,30,5290000,1000000
Anita,JD(U),0,Graduate,41,1453000,0
Beerbal,IND,0,12th Pass,45,25000,0
Dr. Anil Kumar Maurya,BJP, 1 ,Doctorate,52,73943664,28137051
Mohan Singh Kushwaha,BSP, 1 ,10th Pass,39,40024417,9139606
Rajesh Kumar,IND,0,Post Graduate,38,94350000,65000000
Ram Charan,Rashtrawadi Party of India,0,10th Pass,60,9220000,1121700
Ramashankar,AAP,0,Post Graduate,38,38100,450000
Ramesh Chandra Dubey,SP, 1 ,12th Pass,55,69394999,3834857
Rani Singh,Jan Adhikar Party,0,12th Pass,38,2668439,100000
Surajeet Singh,Apna Dal (Kamerawadi),0,Post Graduate,35,666200,0
Suresh,CPI(ML)(L), 3 ,8th Pass,38,233000,0
Videshwari Singh Rathore,INC,0,Post Graduate,34,3845000,950000
Athar,Peace Party,0,10th Pass,50,2458150,0
Avinash Kushwaha,SP,0,Graduate,38,61845879,3858019
Avinash Shukla,BSP,0,Graduate,42,66995466,13278746
Bhupesh Chaubey,BJP, 2 ,Graduate,46,12210118,2970408
Harendra Mishra,Rashtrawadi Party of India,0,10th Pass,37,1987600,0
Kamlesh Kumar,INC, 1 ,12th Pass,48,5405000,0
Kiran Devi,Jan Adhikar Party,0,Literate,57,3169000,0
Kuldeep Agrawal,AAP,0,12th Pass,34,4022000,0
Om Prakash,IND,0,Post Graduate,30,3813225,48000
Vijay Shanker Yadav,CPI,0,Graduate,44,1126641,0
Arvind Kumar,SP, 1 ,Graduate,31,10159959,0
Omprakash,IND,0,5th Pass,56,8405000,0
Rakesh Kumar Gond,Suheldev Bharatiya Samaj Party,0,10th Pass,52,2164000,0
Ramakant,AAP,0,8th Pass,36,52500,0
Ramraj,INC, 2 ,Literate,34,900000,0
Sanjeev Kumar,BJP,0,10th Pass,46,49285519,1178000
Subhash Kharwar,BSP, 1 ,12th Pass,52,6058000,300000
Umashankar,Vikassheel Insaan Party,0,8th Pass,33,1089000,0
Ashok Kumar,Jan Adhikar Party,0,Graduate,42,279300,146000
Basanti Panika,INC, 1 ,Literate,75,220000,0
Hariram,BSP, 15 ,10th Pass,56,39367000,3335467
Hriday Kumar,IND,0,Literate,40,220000,0
Kripashankar,All India Peoples Front (Radical), 3 ,10th Pass,48,44000,0
Mishri Lal,IND,0,12th Pass,33,50000,0
Pushpa Devi,AAP,0,Literate,48,34000,0
Ramdular,BJP, 1 ,12th Pass,49,25542840,750000
Ramlal,IND,0,5th Pass,44,15000,0
Vijay Singh,SP, 1 ,Graduate,66,43088977,2536180
Ashok Kumar,Apna Desh Party,0,Post Graduate,42,176824,0
Brijmohan,INC,0,8th Pass,49,78791596,3578000
Firadaus Bano,AAP,0,Graduate,31,2472223,19705000
Firoz Khan,IND, 3 ,12th Pass,47,1391000,0
Mazhar,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,48,1556000,0
Mohd Tahir Khan,SP, 3 ,12th Pass,47,54147875,3561940
Nutan Pandey,IND,0,Graduate Professional,32,628229,0
Om Prakash Pandey,BJP,0,12th Pass,51,37072090,0
Yash Bhadra Singh,BSP, 21 ,Post Graduate,43,112049114,10650000
